ID	mol_weight[kDa]
Solyc01g094060.4.1	136.483
Solyc01g094070.3.1	36.655
Solyc01g094080.4.1	61.613
Solyc01g094090.4.1	43.134
Solyc01g094100.2.1	59.485
Solyc01g094110.3.1	39.411
Solyc01g094120.3.1	58.761
Solyc01g094130.2.1	59.588
Solyc01g094140.3.1	59.874
Solyc01g094150.3.1	53.816
Solyc01g094160.1.1	15.847
Solyc01g094170.3.1	52.046
Solyc01g094180.4.1	15.802
Solyc01g094190.3.1	35.559
Solyc01g094200.4.1	66.284
Solyc01g094210.2.1	33.158
Solyc01g094220.3.1	32.603
Solyc01g094230.4.1	64.449
Solyc01g094240.3.1	37.514
Solyc01g094260.4.1	35.276
Solyc01g094270.3.1	34.818
Solyc01g094280.3.1	39.953
Solyc01g094290.3.1	128.775
Solyc01g094300.1.1	22.970
Solyc01g094310.1.1	9.987
Solyc01g094320.3.1	24.636
Solyc01g094330.3.1	74.545
Solyc01g094340.3.1	81.251
Solyc01g094350.4.1	48.103
Solyc01g094360.3.1	34.624
Solyc01g094370.3.1	19.169
Solyc01g094380.2.1	61.256
Solyc01g094390.2.1	55.119
Solyc01g094400.3.1	15.639
Solyc01g094410.3.1	114.218
Solyc01g094420.3.1	66.279
Solyc01g094430.1.1	20.243
Solyc01g094440.1.1	20.234
Solyc01g094450.1.1	40.365
Solyc01g094460.3.1	34.866
Solyc01g094470.4.1	3.182
Solyc01g094480.4.1	53.499
Solyc01g094500.3.1	48.009
Solyc01g094510.2.1	13.950
Solyc01g094520.3.1	44.259
Solyc01g094530.4.1	48.658
Solyc01g094540.4.1	29.878
Solyc01g094550.3.1	48.872
Solyc01g094560.4.1	18.496
Solyc01g094570.3.1	50.080
Solyc01g094580.3.1	77.864
Solyc01g094590.4.1	25.075
Solyc01g094600.2.1	68.589
Solyc01g094610.4.1	53.881
Solyc01g094620.3.1	250.667
Solyc01g094630.3.1	15.348
Solyc01g094640.4.1	107.174
Solyc01g094650.4.1	50.543
Solyc01g094660.3.1	100.198
Solyc01g094670.4.1	65.098
Solyc01g094680.4.1	65.816
Solyc01g094690.4.1	33.156
Solyc01g094700.4.1	56.661
Solyc01g094705.1.1	9.469
Solyc01g094720.3.1	66.760
Solyc01g094723.1.1	30.233
Solyc01g094727.1.1	52.387
Solyc01g094750.4.1	61.147
Solyc01g094760.3.1	60.057
Solyc01g094770.4.1	31.195
Solyc01g094780.4.1	29.954
Solyc01g094790.3.1	38.889
Solyc01g094800.4.1	250.030
Solyc01g094810.3.1	20.780
Solyc01g094820.3.1	65.241
Solyc01g094830.4.1	138.552
Solyc01g094840.3.1	21.566
Solyc01g094850.3.1	34.468
Solyc01g094860.4.1	91.294
Solyc01g094870.3.1	37.254
Solyc01g094880.3.1	126.709
Solyc01g094890.4.1	83.829
Solyc01g094900.1.1	23.091
Solyc01g094910.3.1	81.158
Solyc01g094915.1.1	19.585
Solyc01g094920.3.1	55.117
Solyc01g094930.3.1	48.603
Solyc01g094940.4.1	55.889
Solyc01g094950.3.1	39.320
Solyc01g094960.3.1	42.915
Solyc01g094970.4.1	44.539
Solyc01g094980.1.1	10.508
Solyc01g094990.2.1	57.410
Solyc01g095000.3.1	27.528
Solyc01g095010.4.1	39.123
Solyc01g095020.3.1	114.753
Solyc01g095030.3.1	37.039
Solyc01g095040.3.1	69.753
Solyc01g095050.3.1	11.640
Solyc01g095060.4.1	7.113
Solyc01g095070.4.1	27.668
Solyc01g095080.3.1	54.662
Solyc01g095090.3.1	62.307
Solyc01g095100.4.1	34.947
Solyc01g095110.4.1	88.261
Solyc01g095120.3.1	57.268
Solyc01g095130.4.1	34.608
Solyc01g095140.4.1	19.931
Solyc01g095150.3.1	19.123
Solyc01g095160.3.1	79.099
Solyc01g095180.2.1	28.340
Solyc01g095190.2.1	50.519
Solyc01g095200.3.1	29.718
Solyc01g095210.3.1	86.053
Solyc01g095220.2.1	5.170
Solyc01g095230.4.1	49.409
Solyc01g095240.3.1	32.504
Solyc01g095250.1.1	31.914
Solyc01g095260.1.1	31.954
Solyc01g095270.3.1	34.015
Solyc01g095280.4.1	27.492
Solyc01g095290.4.1	41.550
Solyc01g095295.1.1	26.245
Solyc01g095300.3.1	119.346
Solyc01g095310.1.1	32.348
Solyc01g095320.4.1	128.577
Solyc01g095330.2.1	17.447
Solyc01g095350.2.1	23.240
Solyc01g095360.2.1	29.417
Solyc01g095370.3.1	45.870
Solyc01g095380.1.1	7.578
Solyc01g095390.3.1	74.103
Solyc01g095400.4.1	66.270
Solyc01g095410.3.1	16.488
Solyc01g095420.3.1	30.683
Solyc01g095430.3.1	17.988
Solyc01g095440.2.1	34.235
Solyc01g095450.4.1	42.661
Solyc01g095460.3.1	44.659
Solyc01g095470.3.1	34.983
Solyc01g095480.4.1	29.531
Solyc01g095490.3.1	16.546
Solyc01g095500.3.1	33.751
Solyc01g095510.3.1	43.580
Solyc01g095515.1.1	7.179
Solyc01g095530.2.1	9.289
Solyc01g095540.3.1	37.203
Solyc01g095550.2.1	80.444
Solyc01g095560.3.1	12.626
Solyc01g095570.3.1	38.597
Solyc01g095580.3.1	64.242
Solyc01g095590.3.1	108.296
Solyc01g095600.4.1	94.675
Solyc01g095610.4.1	56.268
Solyc01g095620.3.1	52.492
Solyc01g095630.3.1	37.727
Solyc01g095640.2.1	11.458
Solyc01g095650.4.1	16.297
Solyc01g095670.4.1	46.836
Solyc01g095680.2.1	23.469
Solyc01g095690.2.1	108.075
Solyc01g095700.3.1	20.817
Solyc01g095710.3.1	150.647
Solyc01g150148.1.1	18.097
Solyc01g095720.3.1	79.220
Solyc01g095730.4.1	149.546
Solyc01g095740.4.1	96.277
Solyc01g095750.2.1	75.150
Solyc01g095760.3.1	51.469
Solyc01g095770.3.1	81.437
Solyc01g095780.2.1	14.105
Solyc01g095790.4.1	55.884
Solyc01g095800.3.1	55.077
Solyc01g095810.3.1	33.298
Solyc01g095820.2.1	14.794
Solyc01g095830.3.1	41.333
Solyc01g095840.2.1	42.464
Solyc01g095850.1.1	38.147
Solyc01g095860.3.1	41.086
Solyc01g095870.3.1	34.562
Solyc01g095880.1.1	20.750
Solyc01g095890.4.1	118.370
Solyc01g095895.1.1	12.312
Solyc01g095900.4.1	209.005
Solyc01g095905.1.1	18.653
Solyc01g095920.4.1	24.842
Solyc01g095930.4.1	32.777
Solyc01g095950.1.1	13.198
Solyc01g095960.4.1	56.613
Solyc01g095970.3.1	68.208
Solyc01g095980.3.1	31.461
Solyc01g095990.3.1	63.014
Solyc01g096000.2.1	21.767
Solyc01g096010.4.1	139.057
Solyc01g096020.4.1	37.518
Solyc01g096030.4.1	76.278
Solyc01g096040.4.1	52.995
Solyc01g096050.4.1	67.261
Solyc01g096060.4.1	109.652
Solyc01g096070.3.1	76.548
Solyc01g096080.3.1	23.593
Solyc01g096090.4.1	12.228
Solyc01g096100.2.1	52.762
Solyc01g096110.3.1	277.281
Solyc01g096120.3.1	29.843
Solyc01g096130.3.1	18.129
Solyc01g096140.3.1	54.913
Solyc01g096150.4.1	29.750
Solyc01g096160.4.1	117.495
Solyc01g096170.4.1	85.968
Solyc01g096180.4.1	29.131
Solyc01g096190.3.1	116.126
Solyc01g096200.4.1	159.980
Solyc01g096210.4.1	63.249
Solyc01g096220.3.1	27.104
Solyc01g096230.4.1	55.935
Solyc01g096240.4.1	30.502
Solyc01g096250.2.1	32.966
Solyc01g096260.4.1	31.597
Solyc01g096270.3.1	14.565
Solyc01g096280.2.1	61.051
Solyc01g096290.4.1	17.056
Solyc01g096300.4.1	31.325
Solyc01g096320.3.1	27.267
Solyc01g096330.2.1	11.272
Solyc01g096340.3.1	12.500
Solyc01g096350.3.1	66.099
Solyc01g096360.3.1	55.053
Solyc01g096370.4.1	49.496
Solyc01g096380.1.1	35.555
Solyc01g096390.4.1	186.005
Solyc01g096400.4.1	48.894
Solyc01g096405.1.1	10.037
Solyc01g096410.4.1	87.969
Solyc01g096420.3.1	21.436
Solyc01g096430.4.1	21.805
Solyc01g150149.1.1	15.534
Solyc01g096440.4.1	65.683
Solyc01g096450.4.1	52.953
Solyc01g096460.2.1	33.411
Solyc01g096470.3.1	37.864
Solyc01g096480.2.1	23.477
Solyc01g096490.3.1	180.731
Solyc01g096500.3.1	82.302
Solyc01g096510.2.1	17.853
Solyc01g096520.3.1	20.510
Solyc01g096530.3.1	20.950
Solyc01g096540.4.1	125.383
Solyc01g096550.3.1	69.082
Solyc01g096560.3.1	80.276
Solyc01g096570.3.1	47.178
Solyc01g096580.3.1	13.697
Solyc01g096590.3.1	13.711
Solyc01g096600.4.1	69.011
Solyc01g096610.4.1	27.290
Solyc01g096620.4.1	28.010
Solyc01g096630.3.1	13.619
Solyc01g096650.3.1	18.817
Solyc01g096660.3.1	24.996
Solyc01g096670.4.1	58.985
Solyc01g096680.4.1	64.408
Solyc01g096690.3.1	74.813
Solyc01g096700.4.1	69.366
Solyc01g096710.4.1	32.051
Solyc01g096720.4.1	52.188
Solyc01g096730.2.1	55.913
Solyc01g096740.4.1	53.058
Solyc01g096750.1.1	98.778
Solyc01g096760.3.1	23.048
Solyc01g096770.2.1	9.014
Solyc01g096780.4.1	54.806
Solyc01g096790.4.1	10.563
Solyc01g096800.3.1	39.029
Solyc01g096810.3.1	67.879
Solyc01g096820.4.1	59.738
Solyc01g096830.3.1	130.857
Solyc01g096840.3.1	63.684
Solyc01g096850.4.1	97.286
Solyc01g096860.3.1	50.616
Solyc01g096870.4.1	61.872
Solyc01g096880.4.1	63.411
Solyc01g096890.4.1	63.942
Solyc01g096900.3.1	105.286
Solyc01g096910.3.1	47.864
Solyc01g096920.3.1	76.846
Solyc01g096930.3.1	131.025
Solyc01g096940.4.1	86.507
Solyc01g096950.4.1	57.301
Solyc01g096960.3.1	49.320
Solyc01g096970.3.1	8.042
Solyc01g096980.2.1	40.662
Solyc01g096990.4.1	55.758
Solyc01g097000.3.1	72.641
Solyc01g097010.3.1	37.122
Solyc01g097020.4.1	5.518
Solyc01g097030.3.1	87.556
Solyc01g097040.4.1	101.097
Solyc01g097050.4.1	21.201
Solyc01g097060.3.1	12.543
Solyc01g097070.4.1	34.302
Solyc01g097080.1.1	29.200
Solyc01g097100.1.1	48.970
Solyc01g097110.2.1	167.267
Solyc01g097120.3.1	47.376
Solyc01g097130.4.1	78.660
Solyc01g097140.4.1	18.687
Solyc01g097150.4.1	15.024
Solyc01g097160.3.1	54.087
Solyc01g097170.3.1	18.487
Solyc01g097180.2.1	23.119
Solyc01g097190.4.1	49.913
Solyc01g097200.1.1	17.915
Solyc01g097220.3.1	46.366
Solyc01g097230.4.1	17.439
Solyc01g097240.3.1	16.026
Solyc01g097250.4.1	38.829
Solyc01g097260.4.1	10.035
Solyc01g097280.2.1	22.192
Solyc01g097290.4.1	27.593
Solyc01g097300.4.1	14.822
Solyc01g097310.3.1	16.850
Solyc01g097320.3.1	194.298
Solyc01g097330.3.1	48.614
Solyc01g097340.3.1	42.456
Solyc01g097350.4.1	40.741
Solyc01g097360.4.1	10.367
Solyc01g097370.1.1	51.840
Solyc01g097380.2.1	36.601
Solyc01g097390.4.1	38.093
Solyc01g097400.1.1	30.114
Solyc01g097420.1.1	24.679
Solyc01g097430.4.1	94.694
Solyc01g097440.3.1	82.565
Solyc01g097450.3.1	19.620
Solyc01g097460.3.1	31.147
Solyc01g097470.4.1	27.563
Solyc01g097480.1.1	15.760
Solyc01g097490.1.1	29.157
Solyc01g097500.4.1	68.619
Solyc01g097510.4.1	35.901
Solyc01g097520.4.1	39.567
Solyc01g097530.3.1	12.089
Solyc01g097540.4.1	35.823
Solyc01g097550.4.1	37.584
Solyc01g097570.2.1	11.894
Solyc01g097580.1.1	17.564
Solyc01g097600.2.1	48.890
Solyc01g097610.3.1	40.847
Solyc01g097620.2.1	8.959
Solyc01g097630.3.1	33.959
Solyc01g097640.3.1	140.918
Solyc01g097650.3.1	46.068
Solyc01g097660.2.1	20.415
Solyc01g097670.4.1	93.918
Solyc01g097680.2.1	37.929
Solyc01g097690.2.1	39.192
Solyc01g097700.1.1	37.133
Solyc01g097710.1.1	42.216
Solyc01g097720.1.1	42.057
Solyc01g097730.4.1	56.681
Solyc01g097740.3.1	29.153
Solyc01g097750.1.1	19.556
Solyc01g097760.3.1	29.222
Solyc01g097770.4.1	106.539
Solyc01g097780.1.1	15.763
Solyc01g097790.3.1	33.560
Solyc01g097800.3.1	34.100
Solyc01g097810.3.1	64.719
Solyc01g097820.4.1	28.839
Solyc01g097830.2.1	38.665
Solyc01g097840.3.1	85.017
Solyc01g097850.1.1	20.074
Solyc01g097860.4.1	32.140
Solyc01g097870.3.1	15.363
Solyc01g097880.4.1	20.188
Solyc01g097890.2.1	48.609
Solyc01g097900.1.1	12.913
Solyc01g097910.2.1	22.911
Solyc01g097920.3.1	38.388
Solyc01g097930.3.1	34.418
Solyc01g097940.1.1	20.917
Solyc01g097950.3.1	34.369
Solyc01g097960.3.1	21.038
Solyc01g097970.4.1	17.587
Solyc01g097980.3.1	107.334
Solyc01g097990.3.1	9.201
Solyc01g098000.3.1	26.117
Solyc01g098010.4.1	19.545
Solyc01g098020.2.1	18.751
Solyc01g098030.4.1	54.482
Solyc01g098040.3.1	36.282
Solyc01g098050.1.1	18.178
Solyc01g098060.1.1	17.191
Solyc01g098070.1.1	17.201
Solyc01g098080.3.1	71.196
Solyc01g098090.3.1	80.260
Solyc01g098100.2.1	22.000
Solyc01g098110.4.1	77.114
Solyc01g098120.2.1	15.701
Solyc01g098130.2.1	13.533
Solyc01g098140.4.1	73.079
Solyc01g098150.3.1	90.908
Solyc01g098160.3.1	64.338
Solyc01g098170.3.1	132.669
Solyc01g098180.3.1	82.228
Solyc01g098190.3.1	58.768
Solyc01g098200.3.1	35.833
Solyc01g098210.3.1	33.868
Solyc01g098220.2.1	26.459
Solyc01g098230.3.1	56.217
Solyc01g098240.3.1	101.901
Solyc01g098250.4.1	111.594
Solyc01g098260.1.1	5.539
Solyc01g098270.1.1	38.932
Solyc01g098280.4.1	36.770
Solyc01g098290.1.1	8.161
Solyc01g098300.1.1	46.450
Solyc01g098310.3.1	51.368
Solyc01g098320.4.1	26.248
Solyc01g098330.1.1	46.305
Solyc01g098340.3.1	90.177
Solyc01g098350.3.1	49.372
Solyc01g098360.1.1	6.214
Solyc01g098370.1.1	104.956
Solyc01g098380.4.1	36.213
Solyc01g098390.3.1	39.408
Solyc01g098400.3.1	17.065
Solyc01g098410.4.1	64.341
Solyc01g098420.3.1	14.259
Solyc01g098430.3.1	106.263
Solyc01g098440.3.1	55.618
Solyc01g098450.4.1	102.510
Solyc01g098460.4.1	54.388
Solyc01g098470.2.1	7.089
Solyc01g098480.3.1	67.688
Solyc01g098490.3.1	49.537
Solyc01g098500.3.1	50.078
Solyc01g098520.3.1	11.040
Solyc01g098530.3.1	7.847
Solyc01g098540.3.1	9.243
Solyc01g098550.3.1	37.403
Solyc01g098555.1.1	11.987
Solyc01g098560.3.1	50.142
Solyc01g098570.2.1	37.215
Solyc01g098580.3.1	38.222
Solyc01g098590.3.1	33.030
Solyc01g098600.3.1	18.808
Solyc01g098610.4.1	61.163
Solyc01g098620.2.1	27.472
Solyc01g098630.3.1	34.356
Solyc01g098640.3.1	31.593
Solyc01g098650.2.1	45.739
Solyc01g098660.2.1	7.092
Solyc01g098670.3.1	45.532
Solyc01g098680.2.1	100.058
Solyc01g098690.2.1	103.708
Solyc01g098700.4.1	58.461
Solyc01g098710.3.1	71.908
Solyc01g098720.3.1	37.495
Solyc01g098730.2.1	9.342
Solyc01g098740.4.1	55.502
Solyc01g098750.3.1	44.278
Solyc01g098760.4.1	45.102
Solyc01g098770.1.1	46.072
Solyc01g098780.3.1	19.004
Solyc01g098790.2.1	54.038
Solyc01g098800.4.1	63.157
Solyc01g098810.4.1	24.564
Solyc01g098820.3.1	63.482
Solyc01g098830.3.1	30.981
Solyc01g098840.3.1	41.518
Solyc01g098850.3.1	37.059
Solyc01g098860.3.1	20.690
Solyc01g098870.3.1	118.164
Solyc01g098880.3.1	50.977
Solyc01g098890.1.1	8.913
Solyc01g098900.3.1	30.670
Solyc01g098910.3.1	20.324
Solyc01g098920.4.1	71.496
Solyc01g098930.3.1	25.435
Solyc01g098940.3.1	62.636
Solyc01g098950.3.1	30.714
Solyc01g098960.3.1	64.835
Solyc01g098970.3.1	64.984
Solyc01g098980.4.1	180.505
Solyc01g098990.4.1	35.882
Solyc01g099000.1.1	74.131
Solyc01g099010.3.1	42.333
Solyc01g099020.3.1	42.629
Solyc01g099030.4.1	41.792
Solyc01g099035.1.1	6.586
Solyc01g099040.4.1	45.435
Solyc01g099045.1.1	23.829
Solyc01g099050.3.1	42.916
Solyc01g099060.3.1	41.131
Solyc01g099070.1.1	9.359
Solyc01g099080.4.1	19.068
Solyc01g099090.3.1	110.650
Solyc01g099100.4.1	77.012
Solyc01g099110.4.1	78.694
Solyc01g099120.4.1	28.217
Solyc01g099130.3.1	29.982
Solyc01g099140.4.1	46.888
Solyc01g099150.5.1.1	101.170
Solyc01g099160.4.1	100.725
Solyc01g099170.4.1	57.872
Solyc01g099190.4.1	97.029
Solyc01g099200.3.1	95.682
Solyc01g099210.3.1	98.855
Solyc01g099220.3.1	216.559
Solyc01g099230.3.1	89.728
Solyc01g099240.4.1	38.936
Solyc01g099250.3.1	98.744
Solyc01g099260.3.1	30.415
Solyc01g099270.2.1	55.085
Solyc01g099280.3.1	53.081
Solyc01g099290.3.1	33.392
Solyc01g099300.3.1	80.229
Solyc01g099310.4.1	37.331
Solyc01g099320.4.1	16.728
Solyc01g099340.3.1	47.449
Solyc01g099350.3.1	72.933
Solyc01g099360.3.1	111.056
Solyc01g099370.3.1	30.238
Solyc01g099380.4.1	30.499
Solyc01g099400.4.1	34.622
Solyc01g099410.3.1	15.335
Solyc01g150150.1.1	19.784
Solyc01g099420.3.1	6.027
Solyc01g099440.4.1	16.347
Solyc01g099450.4.1	15.482
Solyc01g099460.3.1	94.336
Solyc01g099470.3.1	13.289
Solyc01g099480.4.1	6.379
Solyc01g099490.1.1	8.607
Solyc01g099500.1.1	28.780
Solyc01g099510.2.1	4.214
Solyc01g099520.3.1	12.276
Solyc01g099530.3.1	149.887
Solyc01g099540.2.1	14.327
Solyc01g099560.3.1	19.841
Solyc01g099565.1.1	12.618
Solyc01g099570.4.1	21.573
Solyc01g099580.3.1	64.779
Solyc01g099590.4.1	27.702
Solyc01g099600.4.1	40.812
Solyc01g099620.3.1	98.729
Solyc01g099630.4.1	37.813
Solyc01g099640.4.1	10.065
Solyc01g099650.3.1	99.856
Solyc01g099660.4.1	74.641
Solyc01g099670.3.1	20.112
Solyc01g099680.3.1	24.665
Solyc01g099690.3.1	36.001
Solyc01g099700.3.1	36.765
Solyc01g099710.4.1	51.649
Solyc01g099720.2.1	39.928
Solyc01g099730.3.1	17.133
Solyc01g099740.4.1	16.176
Solyc01g099750.2.1	53.231
Solyc01g099760.3.1	51.728
Solyc01g099770.3.1	18.912
Solyc01g099780.3.1	18.932
Solyc01g099790.3.1	45.926
Solyc01g099800.4.1	6.771
Solyc01g099810.3.1	30.150
Solyc01g099820.3.1	11.143
Solyc01g099830.3.1	14.022
Solyc01g099840.3.1	13.854
Solyc01g099850.3.1	32.393
Solyc01g099860.3.1	35.479
Solyc01g099870.3.1	25.719
Solyc01g099880.4.1	39.624
Solyc01g099890.3.1	20.096
Solyc01g099900.4.1	20.762
Solyc01g099910.4.1	37.699
Solyc01g099920.4.1	28.211
Solyc01g099930.3.1	20.263
Solyc01g099940.3.1	50.936
Solyc01g099950.1.1	57.567
Solyc01g099960.4.1	65.840
Solyc01g099970.4.1	68.571
Solyc01g099980.4.1	63.974
Solyc01g099990.3.1	33.530
Solyc01g100000.3.1	30.528
Solyc01g100010.3.1	31.438
Solyc01g100020.4.1	120.393
Solyc01g100030.5.1.1	24.088
Solyc01g100040.3.1	40.919
Solyc01g100050.3.1	124.675
Solyc01g100060.4.1	49.230
Solyc01g100070.3.1	29.639
Solyc01g100080.3.1	23.372
Solyc01g100090.1.1	23.231
Solyc01g100100.4.1	15.575
Solyc01g100103.1.1	58.018
Solyc01g100107.1.1	17.397
Solyc01g100110.4.1	46.135
Solyc01g100120.4.1	111.575
Solyc01g100130.3.1	104.933
Solyc01g100140.4.1	17.991
Solyc01g100160.3.1	14.142
Solyc01g100170.3.1	36.061
Solyc01g100180.4.1	42.728
Solyc01g100190.4.1	65.478
Solyc01g100200.3.1	75.737
Solyc01g100210.3.1	40.431
Solyc01g100220.3.1	16.113
Solyc01g100230.3.1	18.360
Solyc01g100240.3.1	64.395
Solyc01g100250.3.1	39.036
Solyc01g100260.4.1	62.861
Solyc01g100270.4.1	74.772
Solyc01g100280.4.1	79.394
Solyc01g100290.4.1	100.255
Solyc01g100300.3.1	5.987
Solyc01g100310.2.1	42.603
Solyc01g100320.3.1	39.454
Solyc01g100330.3.1	23.484
Solyc01g100340.4.1	55.218
Solyc01g100350.3.1	22.035
Solyc01g100360.4.1	60.200
Solyc01g100370.3.1	18.038
Solyc01g100380.4.1	47.602
Solyc01g100390.3.1	79.977
Solyc01g100400.3.1	37.843
Solyc01g100410.3.1	17.710
Solyc01g100420.3.1	53.690
Solyc01g100430.3.1	39.499
Solyc01g100440.3.1	58.653
Solyc01g100450.1.1	68.767
Solyc01g150151.1.1	17.903
Solyc01g100460.3.1	15.420
Solyc01g100470.2.1	14.183
Solyc01g100480.3.1	29.821
Solyc01g100490.4.1	38.978
Solyc01g100500.3.1	50.925
Solyc01g100510.4.1	39.169
Solyc01g100520.3.1	32.370
Solyc01g100530.3.1	110.984
Solyc01g100540.4.1	61.642
Solyc01g113620.3.1	138.323
Solyc01g100570.4.1	62.143
Solyc01g100580.3.1	55.536
Solyc01g100590.3.1	39.966
Solyc01g100600.4.1	54.579
Solyc01g100610.3.1	62.268
Solyc01g100620.3.1	45.925
Solyc01g100630.3.1	5.847
Solyc01g100640.4.1	16.742
Solyc01g100650.3.1	117.056
Solyc01g100660.4.1	31.938
Solyc01g100670.1.1	18.792
Solyc01g100680.1.1	22.440
Solyc01g100690.3.1	21.122
Solyc01g100720.3.1	59.096
Solyc01g100730.3.1	68.066
Solyc01g100740.4.1	48.492
Solyc01g100750.2.1	18.257
Solyc01g100760.2.1	18.518
Solyc01g100770.2.1	20.193
Solyc01g100780.3.1	38.028
Solyc01g100790.1.1	83.449
Solyc01g100800.2.1	67.683
Solyc01g100810.3.1	74.464
Solyc01g100820.3.1	46.394
Solyc01g100830.2.1	36.401
Solyc01g100840.3.1	15.919
Solyc01g100850.3.1	36.767
Solyc01g100860.3.1	20.621
Solyc01g100870.3.1	24.146
Solyc01g100880.4.1	42.346
Solyc01g100890.4.1	42.046
Solyc01g100900.4.1	43.015
Solyc01g100910.3.1	40.429
Solyc01g100915.1.1	10.444
Solyc01g100920.3.1	41.985
Solyc01g100930.3.1	41.105
Solyc01g100940.2.1	17.129
Solyc01g100960.3.1	66.620
Solyc01g100970.3.1	23.994
Solyc01g100980.4.1	52.158
Solyc01g100990.3.1	16.845
Solyc01g101000.3.1	46.367
Solyc01g101010.4.1	39.042
Solyc01g101015.1.1	7.876
Solyc01g101020.4.1	120.033
Solyc01g101030.4.1	84.628
Solyc01g101040.3.1	46.482
Solyc01g101050.3.1	35.198
Solyc01g101060.4.1	43.301
Solyc01g101070.3.1	163.174
Solyc01g101090.3.1	40.937
Solyc01g101100.4.1	28.501
Solyc01g101110.3.1	69.862
Solyc01g101120.4.1	29.594
Solyc01g101130.3.1	38.492
Solyc01g101140.4.1	67.646
Solyc01g101150.3.1	59.951
Solyc01g101160.2.1	37.921
Solyc01g101170.4.1	64.299
Solyc01g101180.4.1	65.084
Solyc01g101190.3.1	62.725
Solyc01g101195.1.1	12.629
Solyc01g101210.4.1	64.078
Solyc01g101220.3.1	19.673
Solyc01g101225.1.1	87.234
Solyc01g101240.4.1	59.194
Solyc01g101250.3.1	34.957
Solyc01g101260.2.1	8.425
Solyc01g102260.3.1	27.883
Solyc01g102270.2.1	9.045
Solyc01g102280.3.1	6.563
Solyc01g150152.1.1	12.628
Solyc01g102290.3.1	6.246
Solyc01g102300.3.1	77.277
Solyc01g102310.3.1	82.234
Solyc01g102320.2.1	39.813
Solyc01g102330.3.1	29.210
Solyc01g102340.3.1	47.836
Solyc01g102350.3.1	46.307
Solyc01g102360.3.1	67.137
Solyc01g102370.4.1	42.620
Solyc01g102380.5.1.1	25.815
Solyc01g102390.4.1	30.639
Solyc01g102400.3.1	23.329
Solyc01g102410.3.1	84.179
Solyc01g102420.1.1	12.527
Solyc01g102430.2.1	12.236
Solyc01g102440.3.1	14.248
Solyc01g102450.3.1	13.065
Solyc01g102460.4.1	17.252
Solyc01g102470.2.1	35.813
Solyc01g102480.3.1	47.056
Solyc01g102490.3.1	42.919
Solyc01g102500.3.1	42.326
Solyc01g102510.4.1	152.844
Solyc01g102520.4.1	55.436
Solyc01g102530.3.1	38.337
Solyc01g102540.3.1	124.604
Solyc01g102550.4.1	32.859
Solyc01g102560.2.1	34.702
Solyc01g102570.4.1	40.024
Solyc01g102580.3.1	68.555
Solyc01g102590.3.1	45.969
Solyc01g102610.3.1	83.094
Solyc01g102620.3.1	11.106
Solyc01g102630.4.1	32.465
Solyc01g102640.2.1	6.105
Solyc01g102650.2.1	7.900
Solyc01g102660.4.1	25.276
Solyc01g102670.3.1	54.755
Solyc01g102680.4.1	105.493
Solyc01g102690.4.1	88.402
Solyc01g102700.4.1	112.386
Solyc01g102710.2.1	105.194
Solyc01g102720.3.1	27.022
Solyc01g102730.3.1	34.962
Solyc01g102740.3.1	46.927
Solyc01g102750.3.1	28.121
Solyc01g102760.3.1	27.949
Solyc01g102770.1.1	6.553
Solyc01g102790.3.1	85.658
Solyc01g102800.3.1	96.274
Solyc01g102810.3.1	140.315
Solyc01g102820.4.1	34.178
Solyc01g102830.3.1	7.900
Solyc01g102840.3.1	69.326
Solyc01g102850.3.1	141.044
Solyc01g102860.2.1	30.801
Solyc01g102870.3.1	87.247
Solyc01g102880.3.1	195.939
Solyc01g102890.4.1	24.522
Solyc01g102895.1.1	24.390
Solyc01g102910.4.1	28.306
Solyc01g102920.3.1	38.814
Solyc01g102930.1.1	40.266
Solyc01g102940.3.1	121.244
Solyc01g102950.3.1	67.380
Solyc01g102960.3.1	21.644
Solyc01g102970.3.1	98.238
Solyc01g102980.3.1	32.601
Solyc01g102990.3.1	69.426
Solyc01g103000.3.1	7.445
Solyc01g103010.4.1	134.667
Solyc01g103020.4.1	33.283
Solyc01g103030.3.1	66.925
Solyc01g103040.4.1	82.443
Solyc01g103045.1.1	14.919
Solyc01g103050.3.1	72.604
Solyc01g103060.4.1	16.053
Solyc01g103070.2.1	18.910
Solyc01g103080.3.1	112.554
Solyc01g103090.4.1	91.639
Solyc01g103100.3.1	33.650
Solyc01g103110.3.1	52.772
Solyc01g103120.3.1	32.382
Solyc01g103130.2.1	65.802
Solyc01g103140.3.1	84.588
Solyc01g103150.3.1	46.679
Solyc01g103160.3.1	107.627
Solyc01g103170.4.1	49.099
Solyc01g103180.4.1	74.341
Solyc01g103190.3.1	9.632
Solyc01g103200.4.1	30.673
Solyc01g103220.3.1	12.139
Solyc01g103230.3.1	106.222
Solyc01g103240.4.1	39.575
Solyc01g103250.4.1	32.168
Solyc01g103260.2.1	5.929
Solyc01g103270.4.1	7.615
Solyc01g150153.1.1	50.922
Solyc01g103310.4.1	38.010
Solyc01g103340.4.1	70.199
Solyc01g103330.3.1	5.638
Solyc01g103350.3.1	81.250
Solyc01g103360.4.1	31.973
Solyc01g103370.3.1	22.503
Solyc01g103380.4.1	29.809
Solyc01g103390.3.1	39.351
Solyc01g103400.4.1	17.875
Solyc01g103410.3.1	33.474
